Title,Link,Description,Image URL
2015 iMac Retina 4K 21.5”,https://chicago.craigslist.org/chc/sys/d/villa-park-2015-imac-retina-4k-215/7679052240.html,"Excellent condition iMac for sale , computer works properly, power cord , mouse and keyboard. Must pick up , price not negotiable, cash or zelle.",https://images.craigslist.org/00l0l_66PdsBJje7wz_0t20CI_600x450.jpg
Gaming PC - 3060 Ti | Ryzen 5600 X,https://chicago.craigslist.org/chc/sys/d/chicago-gaming-pc-ti-ryzen-5600/7688822727.html,"It works and I'm selling it:
AMD Ryzen 5 5600X
Nvidia 3060 Ti
32 Gb of RAM
1Tb M.2
480Gb SSD

It works and I hope it finds a new home.
$800 or best offer",https://images.craigslist.org/00k0k_8UONoL8aPKJ_0e70eJ_600x450.jpg
Dell Optiplex 380 tower Windows 7 Pro for home or business,https://chicago.craigslist.org/nch/sys/d/palatine-dell-optiplex-380-tower/7688809164.html,"Used, cleaned desktop Dell Optiplex 380
CPU - Intel Core 2 Duo
RAM - 4 Gb
HDD - 250Gb

Working system with fresh installed Windows 7 Pro

The desktop only.

Keyboard, mouse and monitor are available at an additional low cost.

Quantity in stock.",https://map9.craigslist.org/t09/14/4186/6073.png
"HP Compaq PC, Monitor, keyboard and mouse combo",https://chicago.craigslist.org/nwc/sys/d/algonquin-hp-compaq-pc-monitor-keyboard/7678345129.html,"No shipping, I can trade for a modern (1440p+, 120hz+) monitor or $80 cash. It’s an HP PC (Core i5 2400 with integrated graphics, 12gb DDR3, 512gb hard drive with a fresh installation Windows 10 Pro, works perfectly and has no physical damage) along with a 1650x1050 Acer display (has a very minor cut with the polarizing filter, other than that no issues) and an a Dell mouse and keyboard. Perfect PC for upgrading for quite cheap.

PC Model: HP Compaq 8200 Elite CMT PC
Monitor Model: Acer V223W Display
Keyboard Model: Dell SK-8110 Keyboard
Mouse Model: Dell 0W1668 Mouse",https://images.craigslist.org/00C0C_ce81VDA51NB_0lM0CI_600x450.jpg
27'' Asus ProArt 2K monitor (pair),https://chicago.craigslist.org/chc/sys/d/chicago-27-asus-proart-2k-monitor-pair/7688770026.html,"I have a pair of Asus ProArt PA278QV displays, with cables. $120 each / $200 for both

Screen Size 27""
Resolution 2560 x 1440 (2K)
Display Colors 16.7 Million
Brightness 350 cd/m2
Contrast Ratio ASCR 100,000,000:1 (1,000:1)
Aspect Ratio 16:9
Response Time 5 ms (GTG)
Panel IPS
Horizontal Refresh Rate 30 - 112 KHz
Vertical Refresh Rate 46 - 75 Hz

Connectivity:
Video Ports 1 x DisplayPort 1.2 / 1 x DVI / 1 x HDMI / 1 x Mini DisplayPort 1.2
USB Ports 4 x USB 3.0 Type-A Downstream
Stand Adjustments Tilt : -5°~+35°
Swivel : +90°~-90°
Pivot : +90°~-90°
Height Adjustment : 0~150 mm
Built-in Speakers 2 x 2W Stereo RMS

Dimensions (H x W x D) 15.04"" - 20.94"" x 24.21"" x 8.90"" w/ stand
14.65"" x 24.21"" x 2.00"" w/o stand
Weight 17.02 lbs. w/ stand
10.93 lbs. w/o stand",https://images.craigslist.org/00r0r_fE8XcwwzsSX_0CI0hq_600x450.jpg
Dell XPS 8700 Desktop,https://chicago.craigslist.org/chc/sys/d/chicago-dell-xps-8700-desktop/7688740282.html,"Dell Desktop Intel i7, 2TB, HD, 16 GB ram, NVidia GeForce GTX7500 video card Windows 10 pro",https://map2.craigslist.org/t09/13/2100/3042.png
"Acer 19"" PC Computer Monitor Display",https://chicago.craigslist.org/chc/sys/d/chicago-acer-19-pc-computer-monitor/7679613537.html,"Acer 19"" Computer Monitor.
Looks and works like new.
VGA ports: DVI and VGA
Model: B193
Does not come with power or video cables but uses standard VGA or DVI and PC 3 prong power type..

Located by Midway Airport.
Yes ir is still available.
Cash sale only.
Thank you.

Will consider trades.

tags: Intel, AMD, Lenovo, Acer, Asus, upgrade, i5, i7, Toshiba, Sony, Samsung, Apple, Win, free, pc, computer, i3, Windows, core, Dell, free, display, video, gaming, graphics, Nvidia, ATI, Apple, imac, MacBook, adapter",https://images.craigslist.org/00P0P_9KF06Z8Q7t0_08q08B_600x450.jpg
"LG 22"" VGA DVI PC Computer Monitor Display",https://chicago.craigslist.org/chc/sys/d/chicago-lg-22-vga-dvi-pc-computer/7678779545.html,"The LG W2243T LCD monitor offers excellent image quality, thanks to full HD 1080p resolution and contrast ratios of up to 30,000:1. This 22-inch LCD exhibits a dazzling sleek design that adds to your home decor. Thanks to the company's award winning f-engine, this LG widescreen monitor ensures that the images produced are life-like and color correct. The 16:9 widescreen format of this 22-inch LCD provides enhanced display quality and is great for watching movies, songs, and playing games. The photo effect and ez-zoom feature of this LG widescreen monitor allows you to customize the color quality of images, movies, and games on your screen enhancing your viewing experience.

22 inch LG Computer monitor in great shape.
Video Ports: VGA and DVI
Does not come with power or video cables but uses standard VGA or DVI and PC 3 prong power type.
Located by Midway Airport
Thank you.",https://images.craigslist.org/00H0H_gI45zCffim5_0ak07K_600x450.jpg
"iPad Pro 12.9” M1 | 256 GB | 5G + Magic Keyboard, Pencil",https://chicago.craigslist.org/chc/sys/d/chicago-ipad-pro-129-gb-5g-magic/7688689195.html,"Perfect condition iPad Pro 12.9” M1 w/ Magic Keyboard, Apple Pencil Gen 2 and Apple Cleaning Cloth. Has had a Zagg screen protector since purchase. 256GB Model. Space Grey.",https://images.craigslist.org/00U0U_e6yfgg7tFzz_0t20CI_600x450.jpg
"27"" large screen imac",https://chicago.craigslist.org/chc/sys/d/chicago-27-large-screen-imac/7679479284.html,imac core2duo,https://images.craigslist.org/00C0C_6CXydCVpmMm_084063_600x450.jpg
laser printer lexmark duplex/double side printing,https://chicago.craigslist.org/chc/sys/d/evergreen-park-laser-printer-lexmark/7678846978.html,https://www.lexmark.com/en_us/printer/4618/Lexmark-E260d,https://images.craigslist.org/00R0R_5OzSwVUWJQH_08d0aX_600x450.jpg
HP wireless lan Laser printer,https://chicago.craigslist.org/chc/sys/d/chicago-hp-wireless-lan-laser-printer/7678839516.html,"like new
all functional - excellent condition - no issues
wireless/lan laser printer

i cannot provide specs or details. you must google it yourself.",https://images.craigslist.org/01515_1j4DOSRkp7I_0CI0t2_600x450.jpg
Objet Eden 250 3D Printer,https://chicago.craigslist.org/nwc/sys/d/glen-ellyn-objet-eden-250-3d-printer/7682782354.html,"Objet Eden 250 3D Printer, includes PC and Water Pressure Machine to clean the models.
This is an used item and sold as is condition. The printer was used on a production office before.


Disclaimer: This is an used printer and we are selling this as is condition, and we are not offering a guarantee nor a return, all sales are final.",https://images.craigslist.org/01212_5WueMqk3jw4_0q10mB_600x450.jpg
Wacom DTK2200 Cintiq 22HD 21-Inch Pen Display Tablet - Black,https://chicago.craigslist.org/nwc/sys/d/naperville-wacom-dtk2200-cintiq-22hd-21/7688670257.html,"Wacom DTK2200 Cintiq 22HD 21-Inch Pen Display Tablet - Black
Great condition, pen and A/C cable included",https://images.craigslist.org/00I0I_3vIMPIjA1Kh_0dq0t2_600x450.jpg
Dell Latitude 5285 2 in 1,https://chicago.craigslist.org/nwc/sys/d/schaumburg-dell-latitude-in/7678952356.html,"Dell Latitude 5285 2 in 1 BEST OFFER!!
Windows 10 Pro
Intel core i7 7 600U 2.80 4MB Cache
Intel dual ban-band wireless-AC 8265 driver with Bluetooth
65 W adapter included
512 M.2 2280 SATA SSD
12.3 inch 1920X1280 T Corning Gorilla Glass with HD cam
16 GB RAM
TOUCH SCREEN!
Locals only",https://images.craigslist.org/00r0r_4gn27cNf6YM_09b06U_600x450.jpg
lot HP 8300 Elite SFF Desktops Intel Core i5-3470 3.2Ghz 4GB Ram,https://chicago.craigslist.org/nch/sys/d/skokie-lot-hp-8300-elite-sff-desktops/7688663698.html,"lot HP 8300 Elite SFF Desktops Intel Core i5-3470 3.2Ghz 4GB Ram, around 100 available
$20 each",https://map7.craigslist.org/t09/13/2098/3039.png
Lot of HP Compaq 8200 Elite SFF Desktops Intel Core i5-2500,https://chicago.craigslist.org/nch/sys/d/skokie-lot-of-hp-compaq-8200-elite-sff/7688663571.html,"HP Compaq 8200 Elite SFF Desktops Intel Core i5-2500 3.3GHz 4GB Ram $15 Each
Around 100 available.",https://map7.craigslist.org/t09/13/2098/3039.png
"Windows Laptop, 16"" 4K/UHD+ AMOLED display, i7-12700H, RTX 3070 Ti",https://chicago.craigslist.org/chc/sys/d/hinsdale-windows-laptop-16-4k-uhd/7683071424.html,"Like new

GIGABYTE AERO 16 XE5 Laptop

16"" 4K/UHD+ Samsung AMOLED

Intel Core i7-12700H

NVIDIA GeForce RTX 3070 Ti GPU 8GB GDDR6

16GB DDR5 RAM

1TB SSD

Win11 Home

---

Local pickup only

Cash only

If this listing is visible then the laptop is still available",https://images.craigslist.org/00k0k_cBik1u4Z5bR_0t20CI_600x450.jpg
PC repair,https://chicago.craigslist.org/nwc/sys/d/antioch-pc-repair/7688642231.html,Need something PC related fixed contact me 10 plus years fixing computers and building them I can fix just about anything. Just let me know what you need.,https://images.craigslist.org/01111_cQppMEf4j7F_04r02X_600x450.jpg
Imac desktop,https://chicago.craigslist.org/nwc/sys/d/geneva-imac-desktop/7681204727.html,"Imac desktop
w/mouse and keyboard
in good working order

Version: 10.3.9
Procesor: 1.8GHZ
memory: 512 MB DDR SDRAM

cash only",https://images.craigslist.org/00I0I_kMfSAj9Y3AP_0CI0t2_600x450.jpg
Microsoft Surface Book Laptop,https://chicago.craigslist.org/chc/sys/d/chicago-microsoft-surface-book-laptop/7680537095.html,"This fairly fast and well equipped Microsoft Surface Book laptop runs Windows 10 H2 quite nice and smoothly. Everything works perfectly and the touch screen is flawless. The only physical blemish is a ding on the top left edge but the main issue is that the battery doesn't hold a charge but the laptop can be used perfectly fine plugged in or you can also use it with a docking station/USB Hub as a Desktop.

It also comes with the original Surface charger and a permanent license for the Full MS Office Professional suite (that alone costs more than $100) so you never have to pay for an Office subscription. And also the parts alone on eBay would be more than the asking price of this too!

It is quite fast on Windows 10 with an Intel i5 CPU, 8GB memory, and a fast 256 GB SSD.",https://map4.craigslist.org/t09/13/2101/3043.png
HP Elite Display E27 G4 27 Inch IPS LED Backlit Monitor FHD - New,https://chicago.craigslist.org/nch/sys/d/evanston-hp-elite-display-e27-g4-27/7686198422.html,"HP EliteDisplay E27 G4 27 Inch IPS LED Backlit, FHD 1920 x 1080, Blue Light Filter, HDMI, VGA, DisplayPort Monitor

I have 2 in Stock (1 Sold, last one available)

Condition: new open box item, never used. In original packaging. With Manufacturer warranty thru 2025

Screen Size: 27""
Anti-glare Widescreen
Resolution: 1920 x 1080 FHD
Viewing Angle: 178° (H) / 178° (V)
Brightness: 250 cd/m2
Contrast Ratio: DCR 1000:1
Aspect Ratio: 16:9
Response Time: 5ms GtG (with overdrive)
Panel: IPS
Display Type: Full HD
1 x DisplayPort 1.4 / 1 x D-Sub / 1 x HDMI 1.4
1 x USB 3.0 Type-B Upstream / 4 x USB 3.0 Type-A Downstream
1 x HDMI 1.4 (with HDCP support)
1 x DisplayPort 1.4 (with HDCP support)
4 x USB-A 3.2 Gen 11 x USB Type-B

Included: Monitor; DisplayPort 1.2 cable; HDMI cable; USB Type-B to A cable; QSP; Doc-kit; AC power cord",https://images.craigslist.org/00k0k_i4gNPQVuD5t_0oc0nK_600x450.jpg
"BenQ - GL2480- 24"" FHD 1080P Monitor 75Hz Speakers New",https://chicago.craigslist.org/nch/sys/d/evanston-benq-gl-fhd-1080p-monitor-75hz/7685877085.html,"BenQ GL2480 24"" Eye-Care Stylish 16:9 LCD Monitor

Item Specifics:

Model: GL2480
Condition: New Open box--new and unused; distressed packaging, inner packaging unopened, item unused

Features:

24"" TN display
1920 x 1080 FHD
75 Hz
HDMI 1.4, DVI, VGA, Headphone Port
Built In Speakers
12,000,000:1 contrast ratio
Proprietary Eye-Care Tech
Adaptive Brightness for Image Quality
250 Nit
Response Time: 1MS
Vesa 100 x 100
Low Blue Light
Flicker Free Technology
3YRS Manufacturer Warranty",https://images.craigslist.org/00m0m_bWK3FyhHIAyz_0g80g8_600x450.jpg
Dell Precision T7820 WS PC 2x Xeon 16 Core 64GB 1TB SSD + 8TB M4000 8G,https://chicago.craigslist.org/nch/sys/d/evanston-dell-precision-t7820-ws-pc-2x/7685874747.html,"Dell Precision Workstation Tower T7820 - 2x Xeon Silver 4110 3.0 GHz 16C / 64GB / 1TB SSD + 8TB HDD Windows 11 Pro / Nvidia Quadro M4000 Gpu

I have 3 Unit In stock (2 Sold, last one available)

Condition: Excellent cosmetic and working condition, Upgraded with Kioxia 1TB NVME SSD and Brand New Toshiba 8TB Enterprise HDD Latest Genuine Windows 11 Pro OS for workstations installed. Would have some minor dents or scratches from normal use. Please check the pictures.

Push your ideas beyond boundaries with the Precision 7820 Tower. Featuring a dual-socket architecture for maximum performance in a compact design. Blazing fast with 2 x Intel Xeon Intel® Xeon® Scalable Processors

Model: Dell Precision T7820 Workstation Tower
Processor: 2 x Intel Xeon Silver 4110 @ 1.80 GHz (3.00 GHz boost)
16 cores, 32 threads total
Operating System: W11 Pro for Workstations

RAM: 64GB DDR4 ECC Ram (max 768GB)
Storage 1: New Kioxia 1TB PCIe NVME SSD in Flex Bay module and Tray.
Storage 2: Brand new 8TB Toshiba Enterprise HDD
Video: Nvidia Quadro M4000 8GB GDDR5 256Bit GPU with 4x Display port you can connect up to 4 4K monitor.
Optical Drive: No Optical Drive
4 x Display Port, you can connect up to 4 monitor.
Network: Gigabit Ethernet
Power Supply: 950W PSU
Included: Included Dell USB Keyboard and Mouse, Power cable included
Software: MS Office 2021, AdobeCC, Eset Endpoint Antivirus 2022

Rear Ports:
6 USB A 3.2 TYPE A PORTS, 2 PS/2 PORT,, AUDIO: 1 LINE OUT, 1 LINE IN, 4 x Mini DISPLAY PORT, 1 x Serial Port, Ethernet Port

Front Ports:
1 headset / Mic Combo, 2 x USB 3.2 Gen1 (1 charging), 2 USB 3.2 Gen 2 Type-C™

Number of Storage Slots, 4 x Hot Swap Storage / SAS bays, 1 x NVME SSD Flex Bay Module with tray.

Raid Controller :
INTEGRATED Intel SATA RAID CONTROLLER, RAID 0, 1, 5 AND 10 CAPABLE",https://images.craigslist.org/00808_5ZO0X27MJVM_0t20CI_600x450.jpg
Lenovo TS140 PC | Intel i3-4130 | 256GB SSD + 4TB | 16GB Ram W10,https://chicago.craigslist.org/nch/sys/d/evanston-lenovo-ts140-pc-intel-gb-ssd/7685860833.html,"Lenovo TS140 Workstation /Server i3-4130 3.40Ghz 256Gb SSD + 4TB HDD 16GB Ram Windows 10 Pro

Grade A Excellent working and cosmetic condition. Used and refurbished system, comes with 256GB Solid State Drive and 4TB HDD, Lenovo USB Keyboard and Mouse. All software and OS freshly installed, system fully cleaned and tested for all functions. See the full specs below.

CPU: Intel Core™ i3-4130 3.40Ghz TurboBoost
3M Cache 3.4 Ghz up to 4.2 GHz
Memory: 16Gb DDR3-1600/PC3-12800s (Max 64GB)
Solid State Drive: 256GB 2.5"" Samsung Solid State Drive (Brand New)
Hard Drive: 4.0TB 7200 RPM SATA HDD
Multimedia: DVD-Writer DVD±RW
Network: Gigabit Ethernet
Number of USB Ports: 6x USB 3.0 / 4x USB 2.0
Video Interfaces: VGA, 2 x Display port
Serial Port
DVD Ram RW Optical Drive
Windows 10 Pro x64 Version 1909
Office19, Endpoint AV
Included: Power Cable, Lenovo KB and Mouse",https://images.craigslist.org/00c0c_9UZCn4QmFv2z_0t20CI_600x450.jpg
"HP Pro c640 Chromebook Enterprise Laptop 14"" FHD i5-10310U 8GB 64GB",https://chicago.craigslist.org/nch/sys/d/evanston-hp-pro-c640-chromebook/7686463070.html,"HP Pro c640 Chromebook Enterprise Laptop 14"" FHD i5-10310U 8GB 64GB FHD WIFI BT Chrome OS TPN-Q240

2021 Model

It's IT overstock item, Grade A+ cosmetic and working condition with minimal wear due to storage, Please check pictures. Exude class wherever the day takes you with an aluminum-exterior device that's stylish and easy to carry.

HP Pro c640 Chromebook Enterprise - 14"" FHD (1920 X 1080) LCD - Intel i5-10310U 1.60Ghz Quad Core - 8GB Ram - 64GB Flash - WIFI/Bluetooth - Webcam - Intel UHD Graphics - Chrome OS
Up to 16Hrs battery life (Current battery health is %97 like new condition) -
Latest Chrome OS upgraded and fresh setup condition - Spill Ressistant Keyboard - HD Webcam - AX Wifi and Bluetooth 5.0, Comes with New 65W USB-C Power Supply.

2 USB 3.1 Type-C® Gen 1 (Power delivery, DisplayPort™)
2 USB 3.1 Gen 1
1 headphone/microphone combo
1 HDMI 1.4
Mini SD Card Reader",https://images.craigslist.org/00D0D_41od2OgWwKS_0CI0t2_600x450.jpg
HP Prodesk 600 G3 - DM Computer - Intel i5 - 16GB Ram 640GB SSD W11Pro,https://chicago.craigslist.org/nch/sys/d/evanston-hp-prodesk-600-g3-dm-computer/7685828511.html,"HP Prodesk 600 G3 - DM Computer - Intel Core i5 - 16GB Ram 640 GB SSD W11 Pro

Excellent working and cosmetic conditions, Very Fast computer for any task. Latest Windows 11 Pro x64 OS, Brand new PCIe NVME SSD and additional Sata SSD

HP Prodesk 600-G3 Desktop Mini Computer
Intel Core i5-7500T 2.70Ghz
512GB PCIe M.2 NVME SSD (Brand New) + 128GB Sata SSD. OS Installed on NVME SSD
16GB DDR4 Ram (2 x 8GB)
Windows 11 Pro x64 OS
Gigabit Ethernet
Intel HD Graphics 630
Wireless AC Dual band, Bluetooth
Office 2021, Eset Endpoint AV 2023,
Included 90W Ac power supply
1 x USB-C 3.1 Gen1
4 x USB 3.1, 2 x USB 2.0, Gigabit Ethernet, 3 x Display port 1.4",https://images.craigslist.org/01212_aXNZyw4xO9t_0CI0t2_600x450.jpg
Lenovo Thinkcentre M715S - SFF Desktop PC - AMD Pro,https://chicago.craigslist.org/nch/sys/d/evanston-lenovo-thinkcentre-m715s-sff/7685828323.html,"Lenovo Thinkcentre M715S - SFF Desktop PC - AMD Pro - 8GB Ram 256GB SSD W11 Pro

Excellent working and cosmetic conditions, Very Fast computer for any task. Latest Windows 11 Pro x64 OS,

I have 2 in stock, if you need more than one please let me know

Lenovo Thinkcentre M715s SFF Computer
AMD Pro A8-9600 3.10Ghz Quad Core
256 GB SSD
8GB DDR4 Ram
DVD-RW Optical Drive
Windows 11 Pro x64 OS
Gigabit Ethernet
AMD Radeon R7 Integrated Graphics
Office 2021, Eset Endpoint AV 2023,
Included Power Cable

2 x USB 3.1 | 4 x USB 3.0 | 2 x USB 2.0 Gigabit Ethernet | 2 x Display port 1.4 | VGA | Serial Port | PS/2 Ports | Audio Ports",https://images.craigslist.org/01212_fqFTBITQaL3_0t20CI_600x450.jpg
HP PRODESK 600 G1 SFF PC | G3250 3.20GHZ | 240GB SSD + 500GB HDD | 8GB,https://chicago.craigslist.org/nch/sys/d/evanston-hp-prodesk-600-g1-sff-pc-ghz/7685886345.html,"Great condition. Look and work like new. Upgraded with new 240GB SSD Drive and 500GB HDD, Fully checked. System includes a fresh install of Windows 10 PRO
Included brand new HP USB keyboard and Mouse

Tech Specs:

HP Prodesk 600 G1 SFF Business PC
Intel G3250 Processor (Dual Core, 3.20GHz Up to 3.9GHz, 3MB Cache)
8GB DDR4 Ram (1 x 8GB, 3 Memory Slots are empty: Max 32GB)
240GB Solid State Drive (SSD)
500GB 3.5"" Sata3 6Gbps 7200rpm HDD
SuperMulti-DVD Burner
Serial Port, 2 x Display Port, 1 x VGA, PS/2 Ports
4 x USB 3.0, 6 x USB 2.0, 1 x Microphone-in, 1 x Headset / Speaker port
10/100/1000 Gigabit Ethernet
Microsoft Windows 10 Professional Operating System
Office2019
Endpoint AV
Brand New HP USB Keyboard and Mouse",https://images.craigslist.org/00T0T_aRLHSJybsI4_0t20CI_600x450.jpg
Dell OptiPlex PC i5 16GB Ram 256GB SSD + 500GB HDD Radeon HD6450 Win11,https://chicago.craigslist.org/nch/sys/d/evanston-dell-optiplex-pc-i5-16gb-ram/7685973103.html,"Dell OptiPlex 3020 Computer PC Intel i5 16GB RAM 256GB SSD + 500GB HDD Radeon HD6450 W11 Pro

Excellent condition, refurbished system. Comes with latest Windows 11 Professional OS, Upgraded with Samsung 256GB SSD + 500GB storage and 16GB Ram, Could have minor scratches or dents on the case.

5 Available (3 Sold, 2 Available)

This listing includes:
Dell Optiplex 3020 MT PC
Dell Keyboard and Mouse
Power Cord

Operating System – Windows 11 Pro x64
CPU – Intel Quad Core i5-4590T Quad Core CPU @ 3.30GHz - 3.90GHz
Memory - 16GB (DDR3 1600MHz) Max: 32GB
SSD Drive: - 256GB Samsung 2.5"" SSD
SATA HDD: 500GB 7200rpm Sata 6Gbps HDD
Video – AMD Radeon HD6450 1GB GPU 1x HDMI, 1x DVI and 1x VGA
Optical Drive: - DVDRW/CDRW
Audio – Integrated Digital High Definition Audio
Network – Intel Gigabit Ethernet
Ports on Front – Headphone, Mic, 2x USB 2.0
Ports on Back – Audio, Mic, 2x USB 3.0, 4x USB 2.0, DisplayPort, RJ-45 Gigabit (NIC), VGA,

Genuine Windows 11 Pro 21H2
MS Office2021 Pro Plus
Adobe Acrobat Reader
Google Chrome
CCleaner Free
No media (cds/dvds/manuals/books/etc.) included.",https://images.craigslist.org/00G0G_hI7iQsGSdF4_0t20CI_600x450.jpg
HP t640 Thin Client Desktop Computer Ryzen R1505G 8GB 128GB eMMC Win10,https://chicago.craigslist.org/nch/sys/d/evanston-hp-t640-thin-client-desktop/7685917056.html,"HP t640 Thin Client Desktop Computer Ryzen R1505G 8GB 128GB eMMC Win10 IoT Enterprise LTSC - New

UPC: 195161132544
HP Part# 28N74UP#ABA
HP Retail price: $790 + Tax
Condition: Brand new item, Box opened to check content --System passed all testing; distressed packaging, new.
Windows 10 Enterprise IOT LTSC (latest factory image installed directly from HP) New with HP warranty.
Brand new HP monitors available for extra

Features:
CPU Make: AMD
CPU Model: Ryzen Embedded R1505G
CPU Configuration: Dual Core
CPU Speed: 2.4GHz
Memory: 8GB DDR4 (max ram 32GB)
memory upgrade available for extra
Hard Drive: 128GB eMMC (256GB and 512G NVME SSD upgrade available for extra)
Optical Drive: None
Video: Integrated AMD Radeon Vega 3 Graphics
Screen Size: None
Operating System: Windows 10 IoT Enterprise LTSC 2019
Network: Realtek Gigabit Ethernet
Wireless: Intel 802.11ac wireless + Bluetooth
Comments:
Keyboard & Mouse
3X USB 3.1 Gen1 Type-A
1X USB 3.1 Gen2 Type-A
1X USB 3.1 Gen2 Type-C
2X USB 2.0 (one w/ power)
3X DisplayPort
RS-232 Serial port
RJ-45 Ethernet
2X 3.5mm audio jack

included, HP Keyboard, Mouse, Power Supply, Stand",https://images.craigslist.org/00S0S_2AeQkrFC0UN_06s06s_600x450.jpg
Lenovo ThinkCentre PC E73 i5-4570S 2.90GHz 8GB 512GB SSD + 500GB W10,https://chicago.craigslist.org/nch/sys/d/evanston-lenovo-thinkcentre-pc-e73-i5/7686082002.html,"Lenovo ThinkCentre PC E73 i5-4570S 2.90GHz 8GB 512GB SSD + 500GB Sata HDD

Lenovo E73 i5 4570s Desktop Computer System
Excellent, like a new condition, comes with brand new 512GB SSD drive, MS Office 2019 Software, Eset Antivirus and Adobe Acrobat. All freshly installed, include Lenovo KB and Mouse.

Specs:
Intel Core i5 4570s 2.9Ghz Quad Core CPU
8Gb Ram
512GB Solid State Drive (Brand New SSD)
500GB 7200rpm 64mb Cache Sata HDD
4 x USB 2.0, 2 x USB 3.0
Display Port and VGA port, Dual Monitor ready.
DVD+RW Drive
Windows 10 Pro
Office2019
Endpoint Antivirus",https://images.craigslist.org/00909_91pCKqPDMq5_0t20CI_600x450.jpg
DELL Precision 3420 PC i5-6500 256GB SSD + 1TB HDD 16GB RAM W11 Pro,https://chicago.craigslist.org/nch/sys/d/evanston-dell-precision-3420-pc-gb-ssd/7686080099.html,"An off-lease system. 100% tested, refurbished and fully functional. System is in great condition like new system. It may have minor blemishes due to handling but fully functional.

I have 2 Unit in stock

Refurbished Grade A with Minimal wears
Dell Precision 3420 SFF Workstation
Windows 11 Pro 64bit
Intel i5-6500 3.20Ghz
16GB DDR4 RAM (2 x 8GB PC4-2400T)
256GB PCIex M.2 NVME SSD New Up to 2500Mb/s speed
1TB 2.5"" Sata HDD
Optical Drive - DVD-R/RW Drive
Intel HD Graphics P530
Gigabit Ethernet
Power cable included
RJ-45, 10 x USB 3.0 and 2.0, Serial Port, Onboard HDMI, 2x Onboard Display Port
Office21
EndpointAV 2023",https://images.craigslist.org/00L0L_6zIdpYTa5oN_0t20CI_600x450.jpg
HP PRODESK 600 G2 SFF PC i5-6600 256GB SSD + 2 TB HDD 8GB Windows 11,https://chicago.craigslist.org/nch/sys/d/evanston-hp-prodesk-600-g2-sff-pc-gb/7686094313.html,"HP PRODESK 600 G2 SFF PC | I5-6600 | 256GB SSD + 2 TB | 8 GB RAM | Windows 11

Great condition with minor or no scratches or light dents. Look and work like new. Upgraded with brand new 256GB SSD Drive and 2TB HDD, Fully checked. System includes a fresh install of Windows 11 PRO and New HP keyboard, Mouse set.

Tech Specs:

HP Prodesk 600 G2 Business PC
Intel Core i5-6600 Processor (Quad-Core, 3.30GHz Up to 3.9GHz, 6MB Cache)
8GB DDR4 Ram (1 x 8GB, 3 Memory Slots are empty: Max 32GB)
256GB Brand new Solid State Drive (SSD)
2TB 3.5"" Sata3 6Gbps 7200rpm HDD
SuperMulti-DVD Burner
Serial Port, 2 x Display Port, 1 x VGA, PS/2 Ports
6 x USB 3.0, 4 x USB 2.0, 1 x Microphone-in, 1 x Headset / Speaker port
10/100/1000 Gigabit Ethernet
Microsoft Windows 11 Professional Operating System
Office2021
Endpoint 2021 AV
Energy Star Compliant
Included new HP Keyboard and Mouse Set
Include Power Cable",https://images.craigslist.org/00t0t_kUprCKitcJa_0t20CI_600x450.jpg
LENOVO THINKCENTRE M82P SFF PC I5-3570 256GB SSD + 1TB 8GB W10Pro Wifi,https://chicago.craigslist.org/nch/sys/d/evanston-lenovo-thinkcentre-m82p-sff-pc/7686089605.html,"LENOVO THINKCENTRE M82P | INTEL CORE I5-3470 | 256GB SSD + 1TB HDD | 8GB RAM | W10 Pro Wi-Fi

Off-Lease refurbished item, upgraded with brand new 256GB SSD, PCIe Wi-Fi adapter and Antenna, Optional 22"" and 24"" brand new Lenovo, Dell, HP monitors available for Extra

Lenovo ThinkCentre M82P SFF
Windows 10 Pro x64
Intel Core i5-3470 3.20GHz Quad Core
8GB DDR3L Memory
256GB Sata SSD (brand New)
1TB 7200rpm Sata HDD 6Gbps
Optical Disc Drive
Intel HD Graphics
PCIe Dual Band AC Wi-Fi with Antenna
Intel Gigabit Ethernet
4 x USB 3.0, 4 x USB 2.0, Serial Port, DisplayPort, VGA, Audio Ports
Small Form Factor
Office2019
Eset Endpoint AV 2022
Included USB Keyboard and Mouse, Power Cab",https://images.craigslist.org/01010_kBtDzyeDvZo_0t20CI_600x450.jpg
"Acer ChromeBook 715 15.6"" FHD Intel Core i3-8130U 128GB SSD 4GB DDR4",https://chicago.craigslist.org/nch/sys/d/evanston-acer-chromebook-fhd-intel-core/7685879218.html,"Acer ChromeBook 715 15.6"" FHD Intel Core i3-8130U 4GB DDR4 128GB Chrome OS - CB715-1W-35ZK

New Open Box item in Original Manufacturer Packaging.

Acer Chromebook 715
Model: CB715-1W-35ZK
Intel Core i3 8130U
Ram Memory Installed Size 4 GB
Operating System Chrome OS
Intel UHD Graphics 620
Screen Size 15.6 Inches FHD (1920 x 1080) Comfyview IPS Screen
Color Grey
Storage: 128 GB SSD
HDR Webcam, Built in Dual Microphone
4-cell Lithium Polymer 3690 mAh
Up to 12 Hrs Battery Life
Wireless AC
Bluetooth 4.2
1 USB 3.1 Gen 1 Type-A, 2 USB 3.1 Gen 1 Type-C",https://images.craigslist.org/00r0r_6sscRO4cA78z_0mM0dR_600x450.jpg
